index,top_pairs,processed_func
65489,"[(178788, 20.62300318656483), (185921, 16.019227410358855), (183861, 15.24859969211551), (178761, 14.446213452425283), (181428, 13.83244293174997), (181449, 13.733991613393984), (178674, 13.190053430790776), (178671, 12.964481903143199), (179418, 11.030467739969344), (179142, 10.754514491765127), (184717, 10.465741709481636), (181487, 10.381884941445888), (183765, 10.131611354470635), (184726, 9.904687474984168), (178945, 9.87502602230228), (181532, 9.68371483035662), (179267, 9.32827065208722), (178997, 8.92913255972272), (178947, 8.835007870068361), (184555, 8.723752888193022)]","static void init_session(struct svc_rqst *rqstp, struct nfsd4_session *new, struct nfs4_client *clp, struct nfsd4_create_session *cses)
{
	int idx;
	struct nfsd_net *nn = net_generic(SVC_NET(rqstp), nfsd_net_id);

	new->se_client = clp;
	gen_sessionid(new);

	INIT_LIST_HEAD(&new->se_conns);

	new->se_cb_seq_nr = 1;
	new->se_flags = cses->flags;
	new->se_cb_prog = cses->callback_prog;
	new->se_cb_sec = cses->cb_sec;
	atomic_set(&new->se_ref, 0);
	idx = hash_sessionid(&new->se_sessionid);
	list_add(&new->se_hash, &nn->sessionid_hashtbl[idx]);
	spin_lock(&clp->cl_lock);
	list_add(&new->se_perclnt, &clp->cl_sessions);
	spin_unlock(&clp->cl_lock);

	{
		struct sockaddr *sa = svc_addr(rqstp);
		/*
		 * This is a little silly; with sessions there's no real
		 * use for the callback address.  Use the peer address
		 * as a reasonable default for now, but consider fixing
		 * the rpc client not to require an address in the
		 * future:
		 */
		rpc_copy_addr((struct sockaddr *)&clp->cl_cb_conn.cb_addr, sa);
		clp->cl_cb_conn.cb_addrlen = svc_addr_len(sa);
	}
}
"
98658,"[(184726, 19.181287086998267), (184717, 16.269866877396545), (187248, 14.531249379489388), (186649, 11.882886816902055), (185800, 10.66462162305768), (185474, 10.149910532001801), (184229, 7.7440255194028955), (185781, 4.68985813020255), (183462, 3.5208636161099323), (183463, 3.4653935062306687), (184392, 3.339782467070445), (185504, 3.1269990926912885), (185722, 3.0415905674181856), (185484, 2.6245030556203486), (185340, 2.6102514531504544), (183638, 2.5930510082442257), (179328, 2.571950344785857), (181624, 2.479851674587945), (184957, 2.384828904995814), (178346, 2.373899923467075)]","void RenderWidget::SetHidden(bool hidden) {
  if (is_hidden_ == hidden)
    return;

  is_hidden_ = hidden;
  if (is_hidden_)
    render_thread_->WidgetHidden();
  else
    render_thread_->WidgetRestored();
}
"
57920,"[(183480, 19.906949966581124), (178162, 19.59308326369773), (187510, 19.150098840373435), (181530, 18.944393321106688), (179682, 17.726411139944233), (178139, 17.03772755074372), (183174, 16.27852460100693), (183175, 15.87994753897293), (184304, 15.876460111684592), (187958, 15.75772247937456), (187475, 15.741998111296462), (181646, 15.63820156073987), (181171, 15.369321603003572), (181864, 15.177751094128656), (179695, 15.143906150955278), (179201, 15.143906150955278), (183510, 15.094936117930386), (179673, 14.482273818184494), (187700, 14.470503588014452), (179207, 14.125812764942442)]","int kernel_recvmsg(struct socket *sock, struct msghdr *msg,
		   struct kvec *vec, size_t num, size_t size, int flags)
{
	mm_segment_t oldfs = get_fs();
	int result;

	set_fs(KERNEL_DS);
	/*
	 * the following is safe, since for compiler definitions of kvec and
	 * iovec are identical, yielding the same in-core layout and alignment
	 */
	iov_iter_init(&msg->msg_iter, READ, (struct iovec *)vec, num, size);
	result = sock_recvmsg(sock, msg, size, flags);
	set_fs(oldfs);
	return result;
}
"
19407,"[(182112, 31.12052856738053), (185452, 24.843997062666613), (187985, 23.040984441174334), (179331, 19.34618034532481), (180146, 18.79776784667584), (180147, 18.021049078047014), (183579, 17.82393324588458), (179325, 16.9133194785014), (179046, 16.857620193003196), (179330, 16.83882377528846), (177835, 16.547546633522536), (179333, 16.317587891660086), (181441, 16.253425787549755), (183349, 16.253425787549755), (185246, 16.232782367685296), (179332, 15.679804254127697), (182067, 15.643325486339204), (177836, 15.418835845365939), (182777, 15.120408404349336), (178618, 14.96097090517755)]","static int efx_probe_channel(struct efx_channel *channel)
{
	struct efx_tx_queue *tx_queue;
	struct efx_rx_queue *rx_queue;
	int rc;

	netif_dbg(channel->efx, probe, channel->efx->net_dev,
		  ""creating channel %d\n"", channel->channel);

	rc = efx_probe_eventq(channel);
	if (rc)
		goto fail1;

	efx_for_each_channel_tx_queue(tx_queue, channel) {
		rc = efx_probe_tx_queue(tx_queue);
		if (rc)
			goto fail2;
	}

	efx_for_each_channel_rx_queue(rx_queue, channel) {
		rc = efx_probe_rx_queue(rx_queue);
		if (rc)
			goto fail3;
	}

	channel->n_rx_frm_trunc = 0;

	return 0;

 fail3:
	efx_for_each_channel_rx_queue(rx_queue, channel)
		efx_remove_rx_queue(rx_queue);
 fail2:
	efx_for_each_channel_tx_queue(tx_queue, channel)
		efx_remove_tx_queue(tx_queue);
 fail1:
	return rc;
}
"
20422,"[(179125, 25.44847116455517), (182913, 23.17700721918208), (181691, 23.17700721918208), (182348, 22.20136512196933), (180792, 21.537863398517747), (180952, 20.804983830362538), (178299, 18.14166014305202), (179381, 17.082105235985644), (179522, 16.467283137573638), (179519, 15.889071897905938), (178538, 13.705425082473424), (178290, 13.104788013811886), (178268, 13.081682933135752), (179946, 13.069521808400525), (179947, 12.906158634930398), (179799, 12.772051291090314), (178191, 11.972207093227007), (179708, 11.764282610511637), (181856, 11.569397658742558), (180507, 11.457444107966914)]","static int vcpu_stat_get(void *_offset, u64 *val)
{
	unsigned offset = (long)_offset;
	struct kvm *kvm;
	struct kvm_vcpu *vcpu;
	int i;

	*val = 0;
	raw_spin_lock(&kvm_lock);
	list_for_each_entry(kvm, &vm_list, vm_list)
		kvm_for_each_vcpu(i, vcpu, kvm)
			*val += *(u32 *)((void *)vcpu + offset);

	raw_spin_unlock(&kvm_lock);
	return 0;
}
"
11256,"[(179575, 18.236629198963687), (179578, 17.810810253668382), (180344, 16.935584213047168), (187722, 16.896322963954407), (187738, 16.027290285391672), (187728, 15.177979907824458), (187877, 13.917113107438148), (188448, 13.917113107438148), (187713, 13.4228205363021), (183335, 13.258564468286988), (182409, 13.01222213807304), (187875, 12.48512984907951), (188446, 12.48512984907951), (188251, 12.123928883368205), (187863, 11.592297301534797), (186256, 11.5246582294267), (187888, 11.475870233197124), (188470, 11.475870233197124), (188287, 11.22274273805896), (187831, 11.22274273805896)]","static int patch_hypercalls(VAPICROMState *s)
{
    hwaddr rom_paddr = s->rom_state_paddr & ROM_BLOCK_MASK;
    static const uint8_t vmcall_pattern[] = { /* vmcall */
        0xb8, 0x1, 0, 0, 0, 0xf, 0x1, 0xc1
    };
    static const uint8_t outl_pattern[] = { /* nop; outl %eax,0x7e */
        0xb8, 0x1, 0, 0, 0, 0x90, 0xe7, 0x7e
    };
    uint8_t alternates[2];
    const uint8_t *pattern;
    const uint8_t *patch;
    int patches = 0;
    off_t pos;
    uint8_t *rom;

    rom = g_malloc(s->rom_size);
    cpu_physical_memory_read(rom_paddr, rom, s->rom_size);

    for (pos = 0; pos < s->rom_size - sizeof(vmcall_pattern); pos++) {
        if (kvm_irqchip_in_kernel()) {
            pattern = outl_pattern;
            alternates[0] = outl_pattern[7];
            alternates[1] = outl_pattern[7];
            patch = &vmcall_pattern[5];
        } else {
            pattern = vmcall_pattern;
            alternates[0] = vmcall_pattern[7];
            alternates[1] = 0xd9; /* AMD's VMMCALL */
            patch = &outl_pattern[5];
        }
        if (memcmp(rom + pos, pattern, 7) == 0 &&
            (rom[pos + 7] == alternates[0] || rom[pos + 7] == alternates[1])) {
            cpu_physical_memory_write(rom_paddr + pos + 5, patch, 3);
            /*
             * Don't flush the tb here. Under ordinary conditions, the patched
             * calls are miles away from the current IP. Under malicious
             * conditions, the guest could trick us to crash.
             */
        }
    }

    g_free(rom);

    if (patches != 0 && patches != 2) {
        return -1;
    }

    return 0;
}
"
149420,"[(179329, 22.460452907912913), (186582, 18.103881031412143), (181983, 17.2182729205453), (184941, 16.201069734154583), (181318, 16.077117395948505), (185524, 16.020791581760697), (181317, 14.572150719539783), (183605, 14.396272958878681), (185203, 13.15757922008472), (187196, 13.119423262022433), (180252, 12.621231289594908), (183010, 11.761894812829036), (183551, 10.368180469185356), (178020, 9.865105230741861), (184073, 9.716506722421904), (180254, 9.618749022713367), (183866, 9.590830189692987), (185144, 9.587418276589384), (182472, 9.260245824045246), (182473, 9.199856197886486)]","bool ContentSecurityPolicy::allowScriptWithHash(const String& source,
                                                InlineType type) const {
  return checkDigest<&CSPDirectiveList::allowScriptHash>(
      source, type, m_scriptHashAlgorithmsUsed, m_policies);
}
"
94419,"[(180602, 19.573776991885406), (180909, 19.361219855357223), (178908, 18.465537621847457), (182082, 17.74705731151295), (183142, 17.538031222522584), (178901, 17.447291567579295), (181383, 17.19723168397219), (182555, 17.14580501566825), (178910, 15.942244478982603), (178906, 15.879403178387118), (181566, 15.57347249287826), (181567, 15.573472482979197), (180429, 15.074535346803486), (182562, 14.877040846255277), (181129, 14.491712610187882), (183023, 14.247517268697921), (182556, 14.157435360875253), (180888, 14.101077068662471), (183390, 13.650044295803454), (180765, 13.51191719864434)]","sd_show_protection_type(struct device *dev, struct device_attribute *attr,
			char *buf)
{
	struct scsi_disk *sdkp = to_scsi_disk(dev);

	return snprintf(buf, 20, ""%u\n"", sdkp->protection_type);
}
"
164175,"[(185013, 15.616774010203116), (185015, 12.288101687957704), (186969, 11.644138527223074), (186963, 11.215759261061551), (186962, 10.476402268828327), (184227, 10.257904215944535), (186967, 9.398527559629134), (183652, 9.163141707802781), (185016, 8.870315089829994), (185447, 8.814255919295944), (185014, 8.692944494149085), (186747, 8.415480904657068), (186947, 8.036083269486232), (186968, 7.220754852251959), (185867, 7.083724484138637), (184307, 6.958277996088874), (186077, 6.651009248807959), (183784, 6.320237907726724), (185863, 5.634249702136773), (184907, 5.607368469955613)]","  void FlushAllTasks() {
    FlushTasks(storage()->db_task_runner_.get());
    FlushTasks(background_thread->task_runner().get());
    FlushTasks(storage()->db_task_runner_.get());
  }
"
19640,"[(181414, 35.10692163646068), (184192, 21.99903465521719), (184193, 21.855888664074826), (187922, 20.855661486596365), (179996, 20.429967262886), (184191, 17.131780962898553), (181929, 16.22586517690601), (179689, 14.860962724144375), (179202, 14.79193365178569), (182743, 14.310596761184327), (178128, 12.618939375055612), (179203, 11.786673428365866), (178965, 9.10661410866051), (185418, 8.757585256737523), (187475, 8.625328873587614), (178558, 7.8230641401200645), (185411, 7.73502683552599), (183954, 7.629495993802683), (186910, 7.585020159060509), (180756, 7.523990925306467)]","GC_API void GC_CALL GC_free(void * p)
{
    struct hblk *h;
    hdr *hhdr;
    size_t sz; /* In bytes */
    size_t ngranules;   /* sz in granules */
    void **flh;
    int knd;
    struct obj_kind * ok;
    DCL_LOCK_STATE;

    if (p == 0) return;
        /* Required by ANSI.  It's not my fault ...     */
#   ifdef LOG_ALLOCS
      GC_err_printf(""GC_free(%p), GC: %lu\n"", p, (unsigned long)GC_gc_no);
#   endif
    h = HBLKPTR(p);
    hhdr = HDR(h);
#   if defined(REDIRECT_MALLOC) && \
        (defined(GC_SOLARIS_THREADS) || defined(GC_LINUX_THREADS) \
         || defined(MSWIN32))
        /* For Solaris, we have to redirect malloc calls during         */
        /* initialization.  For the others, this seems to happen        */
        /* implicitly.                                                  */
        /* Don't try to deallocate that memory.                         */
        if (0 == hhdr) return;
#   endif
    GC_ASSERT(GC_base(p) == p);
    sz = hhdr -> hb_sz;
    ngranules = BYTES_TO_GRANULES(sz);
    knd = hhdr -> hb_obj_kind;
    ok = &GC_obj_kinds[knd];
    if (EXPECT(ngranules <= MAXOBJGRANULES, TRUE)) {
        LOCK();
        GC_bytes_freed += sz;
        if (IS_UNCOLLECTABLE(knd)) GC_non_gc_bytes -= sz;
                /* Its unnecessary to clear the mark bit.  If the       */
                /* object is reallocated, it doesn't matter.  O.w. the  */
                /* collector will do it, since it's on a free list.     */
        if (ok -> ok_init) {
            BZERO((word *)p + 1, sz-sizeof(word));
        }
        flh = &(ok -> ok_freelist[ngranules]);
        obj_link(p) = *flh;
        *flh = (ptr_t)p;
        UNLOCK();
    } else {
        size_t nblocks = OBJ_SZ_TO_BLOCKS(sz);
        LOCK();
        GC_bytes_freed += sz;
        if (IS_UNCOLLECTABLE(knd)) GC_non_gc_bytes -= sz;
        if (nblocks > 1) {
          GC_large_allocd_bytes -= nblocks * HBLKSIZE;
        }
        GC_freehblk(h);
        UNLOCK();
    }
}
"
161316,"[(181669, 39.02463275032593), (181670, 30.123182787018372), (186556, 28.81599954569313), (183481, 28.541346204993733), (185949, 27.021310640907693), (186917, 25.477114807263728), (183482, 22.43993102540565), (183586, 19.313206240081982), (186731, 18.902702853704557), (186425, 16.5827478574205), (186561, 15.055797786571508), (186435, 13.259075420122599), (182283, 11.779831265338244), (183721, 11.064411502694483), (185951, 10.703730310341172), (185948, 10.525447605307225), (185950, 10.475085307238064), (183857, 10.288554024860561), (183963, 10.196338939560459), (186430, 10.077677420353988)]","void ConfigureServiceWorkerContextOnIO() {
  std::set<std::string> headers;
  headers.insert(kDevToolsEmulateNetworkConditionsClientId);
  content::ServiceWorkerContext::AddExcludedHeadersForFetchEvent(headers);
}
"
152754,"[(185171, 27.0449694099313), (186461, 17.816795236244577), (186425, 16.737520849624676), (185234, 15.874938485613182), (186989, 15.593023548572504), (186880, 15.469465548759654), (181800, 14.4984410178775), (187619, 14.315379937140488), (185240, 14.003520263183603), (186100, 13.909044109481774), (188533, 13.832387276038178), (186067, 13.016196726256545), (178199, 12.931508645354898), (183963, 12.29420835202275), (178554, 12.237850236554399), (179793, 12.063155249702834), (186481, 11.980292748535803), (186556, 11.90789355782795), (183721, 11.669188578435918), (183857, 11.628159715651295)]","void Histogram::WriteAscii(std::string* output) const {
  WriteAsciiImpl(true, ""\n"", output);
}
"
63570,"[(181223, 29.04702627640926), (179319, 21.078772874622814), (181221, 21.077654399719098), (179318, 18.610147545394895), (186264, 17.52357340778115), (182513, 17.235373529670305), (181225, 16.983891366307844), (182514, 16.378817290110113), (180068, 14.846520763233094), (187264, 14.710276231230768), (181956, 14.429555050245552), (178699, 14.072704689428367), (186626, 12.698146371347963), (185566, 12.627714728537901), (184483, 12.458401018567981), (179321, 12.312854283008164), (186001, 11.587124826283567), (180069, 11.00353148178079), (186701, 10.883385166274463), (180582, 10.800502520620753)]","interact_done_callback (SmsConn   conn,
                        SmPointer manager_data,
                        Bool      cancel_shutdown)
{
        GsmXSMPClient *client = manager_data;

        g_debug (""GsmXSMPClient: Client '%s' received InteractDone(cancel_shutdown = %s)"",
                 client->priv->description,
                 cancel_shutdown ? ""True"" : ""False"");

        gsm_client_end_session_response (GSM_CLIENT (client),
                                         TRUE, FALSE, cancel_shutdown,
                                         NULL);
}
"
59635,"[(187341, 40.47672697664425), (177898, 37.36251226601111), (177900, 36.25431694601392), (177897, 34.900359377394565), (177899, 33.65085418488721), (187348, 32.55918450611605), (186995, 31.956547544260566), (187344, 29.989952635543755), (187351, 29.80538877077617), (187349, 28.85978045941166), (184991, 28.678770287616445), (184997, 27.58201097934761), (187353, 26.879937347737105), (187318, 26.39264908664984), (187308, 26.298608542999453), (187324, 25.826611888593163), (184491, 25.76692733257736), (184987, 25.674393727411456), (183080, 23.9403176201925), (182558, 22.399610237969224)]","testXPath(const char *str, int xptr, int expr) {
    xmlGenericErrorFunc handler = ignoreGenericError;
    xmlXPathObjectPtr res;
    xmlXPathContextPtr ctxt;

    /* Don't print generic errors to stderr. */
    initGenericErrorDefaultFunc(&handler);

    nb_tests++;
#if defined(LIBXML_XPTR_ENABLED)
    if (xptr) {
	ctxt = xmlXPtrNewContext(xpathDocument, NULL, NULL);
	res = xmlXPtrEval(BAD_CAST str, ctxt);
    } else {
#endif
	ctxt = xmlXPathNewContext(xpathDocument);
	ctxt->node = xmlDocGetRootElement(xpathDocument);
	if (expr)
	    res = xmlXPathEvalExpression(BAD_CAST str, ctxt);
	else {
	    /* res = xmlXPathEval(BAD_CAST str, ctxt); */
	    xmlXPathCompExprPtr comp;

	    comp = xmlXPathCompile(BAD_CAST str);
	    if (comp != NULL) {
		res = xmlXPathCompiledEval(comp, ctxt);
		xmlXPathFreeCompExpr(comp);
	    } else
		res = NULL;
	}
#if defined(LIBXML_XPTR_ENABLED)
    }
#endif
    xmlXPathDebugDumpObject(xpathOutput, res, 0);
    xmlXPathFreeObject(res);
    xmlXPathFreeContext(ctxt);

    /* Reset generic error handler. */
    initGenericErrorDefaultFunc(NULL);
}
"
